"","code","name","name_ascii","id"
"1989","ME.07","Danilovgrad","Danilovgrad",3202193
"1990","ME.06","Cetinje","Cetinje",3202640
"1991","ME.05","Budva","Budva",3203104
"1992","ME.04","Bijelo Polje","Bijelo Polje",3204173
"1993","ME.02","Bar","Bar",3204508
"1994","ME.01","Andrijevica","Andrijevica",3343959
"1995","ME.22","Gusinje","Gusinje",11497642
"1996","ME.23","Petnjica","Petnjica",11497643
"1997","ME.24","Tuzi","Tuzi",12104729
"1998","MG.71","Diana","Diana",7670842
"1999","MG.72","Sava","Sava",7670846
"2000","MG.42","Sofia","Sofia",7670847
"2001","MG.32","Analanjirofo","Analanjirofo",7670848
"2002","MG.41","Boeny","Boeny",7670849
"2003","MG.43","Betsiboka","Betsiboka",7670850
"2004","MG.33","Alaotra Mangoro","Alaotra Mangoro",7670851
"2005","MG.44","Melaky","Melaky",7670852
"2006","MG.14","Bongolava","Bongolava",7670853
"2007","MG.12","Vakinankaratra","Vakinankaratra",7670854
"2008","MG.13","Itasy","Itasy",7670855
"2009","MG.11","Analamanga","Analamanga",7670856
"2010","MG.31","Atsinanana","Atsinanana",7670857
"2011","MG.54","Menabe","Menabe",7670902
"2012","MG.22","Amoron'i Mania","Amoron'i Mania",7670904
"2013","MG.21","Upper Matsiatra","Upper Matsiatra",7670905
"2014","MG.23","Vatovavy Fitovinany","Vatovavy Fitovinany",7670906
"2015","MG.24","Ihorombe","Ihorombe",7670907
"2016","MG.25","Atsimo-Atsinanana","Atsimo-Atsinanana",7670908
"2017","MG.53","Anosy","Anosy",7670910
"2018","MG.52","Androy","Androy",7670911
"2019","MG.51","Atsimo-Andrefana","Atsimo-Andrefana",7670913
"2020","MH.007","Ailinginae Atoll","Ailinginae Atoll",7303491
"2021","MH.010","Ailinglaplap Atoll","Ailinglaplap Atoll",7303492
"2022","MH.030","Ailuk Atoll","Ailuk Atoll",7303493
"2023","MH.040","Arno Atoll","Arno Atoll",7303494
"2024","MH.050","Aur Atoll","Aur Atoll",7303495
"2025","MH.060","Bikar Atoll","Bikar Atoll",7303496
"2026","MH.070","Bikini Atoll","Bikini Atoll",7303497
"2027","MH.080","Ebon Atoll","Ebon Atoll",7303498
"2028","MH.090","Enewetak Atoll","Enewetak Atoll",7303499
"2029","MH.100","Erikub Atoll","Erikub Atoll",7303500
"2030","MH.120","Jaluit Atoll","Jaluit Atoll",7303501
"2031","MH.150","Kwajalein Atoll","Kwajalein Atoll",7303502
"2032","MH.160","Lae Atoll","Lae Atoll",7303503
"2033","MH.180","Likiep Atoll","Likiep Atoll",7303504
"2034","MH.190","Majuro Atoll","Majuro Atoll",7303505
"2035","MH.300","Maloelap Atoll","Maloelap Atoll",7303506
"2036","MH.320","Mili Atoll","Mili Atoll",7303507
"2037","MH.330","Namdrik Atoll","Namdrik Atoll",7303508
"2038","MH.340","Namu Atoll","Namu Atoll",7303509
"2039","MH.350","Rongelap Atoll","Rongelap Atoll",7303510
"2040","MH.360","Rongrik Atoll","Rongrik Atoll",7303511
"2041","MH.385","Taka Atoll","Taka Atoll",7303512
"2042","MH.073","Bokak Atoll","Bokak Atoll",7303513
"2043","MH.390","Ujae Atoll","Ujae Atoll",7303514
"2044","MH.400","Ujelang","Ujelang",7303515
"2045","MH.410","Utrik Atoll","Utrik Atoll",7303516
"2046","MH.420","Wotho Atoll","Wotho Atoll",7303517
"2047","MH.430","Wotje Atoll","Wotje Atoll",7303518
"2048","MH.110","Jabat Island","Jabat Island",7303519
"2049","MH.130","Jemo Island","Jemo Island",7303520
"2050","MH.140","Kili Island","Kili Island",7303521
"2051","MH.170","Lib Island","Lib Island",7303522
"2052","MH.310","Mejit Island","Mejit Island",7303523
"2053","MK.E9","Valandovo","Valandovo",784732
"2054","MK.86","Resen","Resen",786339
"2055","MK.51","Kratovo","Kratovo",789090
"2056","MK.78","Pehchevo","Pehchevo",862938
"2057","MK.72","Novo Selo","Novo Selo",862945
"2058","MK.11","Bosilovo","Bosilovo",862946
"2059","MK.A9","Vasilevo","Vasilevo",862947
"2060","MK.E5","Dojran","Dojran",862949
"2061","MK.08","Bogdanci","Bogdanci",862950
"2062","MK.47","Konche","Konche",862953
"2063","MK.62","Makedonska Kamenica","Makedonska Kamenica",862956
"2064","MK.C6","Zrnovci","Zrnovci",862958
"2065","MK.40","Karbinci","Karbinci",862960
"2066","MK.25","Demir Kapija","Demir Kapija",862961
"2067","MK.87","Rosoman","Rosoman",862973
"2068","MK.35","Gradsko","Gradsko",862974
"2069","MK.60","Lozovo","Lozovo",862975
"2070","MK.19","Cešinovo-Obleševo","Cesinovo-Oblesevo",862977
"2071","MK.E1","Novaci","Novaci",863468
"2072","MK.04","Berovo","Berovo",863485
"2073","MK.06","Bitola","Bitola",863486
"2074","MK.D9","Mogila","Mogila",863488
"2075","MK.01","Arachinovo","Arachinovo",863831
"2076","MK.C7","Bogovinje","Bogovinje",863834
"2077","MK.12","Brvenica","Brvenica",863835
"2078","MK.C9","Chashka","Chashka",863838
"2079","MK.18","Centar Zhupa","Centar Zhupa",863841
"2080","MK.20","Chucher Sandevo","Chucher Sandevo",863842
"2081","MK.D2","Debar","Debar",863843
"2082","MK.22","Delchevo","Delchevo",863844
"2083","MK.D3","Demir Hisar","Demir Hisar",863846
"2084","MK.28","Dolneni","Dolneni",863849
"2085","MK.33","Gevgelija","Gevgelija",863854
"2086","MK.D4","Gostivar","Gostivar",863855
"2087","MK.36","Ilinden","Ilinden",863856
"2088","MK.D5","Jegunovce","Jegunovce",863858
"2089","MK.D6","Kavadarci","Kavadarci",863861
"2090","MK.43","Kichevo","Kichevo",863862
"2091","MK.46","Kochani","Kochani",863865
"2092","MK.52","Kriva Palanka","Kriva Palanka",863869
"2093","MK.53","Krivogashtani","Krivogashtani",863870
"2094","MK.54","Krushevo","Krushevo",863871
"2095","MK.D7","Kumanovo","Kumanovo",863873
"2096","MK.59","Lipkovo","Lipkovo",863875
"2097","MK.D8","Makedonski Brod","Makedonski Brod",863877
"2098","MK.69","Negotino","Negotino",863881
"2099","MK.E2","Ohrid","Ohrid",863883
"2100","MK.79","Petrovec","Petrovec",863886
"2101","MK.80","Plasnica","Plasnica",863887
"2102","MK.E3","Prilep","Prilep",863888
"2103","MK.83","Probishtip","Probishtip",863889
"2104","MK.84","Radovish","Radovish",863890
"2105","MK.85","Rankovce","Rankovce",863891
"2106","MK.E4","Mavrovo and Rostuša","Mavrovo and Rostusa",863892
"2107","MK.92","Sopište","Sopiste",863896
"2108","MK.97","Staro Nagorichane","Staro Nagorichane",863899
"2109","MK.98","Shtip","Shtip",863900
"2110","MK.E6","Struga","Struga",863901
"2111","MK.E7","Strumica","Strumica",863902
"2112","MK.A2","Studenichani","Studenichani",863903
"2113","MK.A4","Sveti Nikole","Sveti Nikole",863905
"2114","MK.A5","Tearce","Tearce",863906
"2115","MK.E8","Tetovo","Tetovo",863907
"2116","MK.F1","Veles","Veles",863909
"2117","MK.B3","Vevchani","Vevchani",863911
"2118","MK.B4","Vinica","Vinica",863912
"2119","MK.B7","Vrapchishte","Vrapchishte",863914
"2120","MK.C2","Zelenikovo","Zelenikovo",863918
"2121","MK.C3","Zhelino","Zhelino",863919
"2122","MK.F5","Debarca","Debarca",7056271
"2123","MK.F6","Grad Skopje","Grad Skopje",11398357
"2124","ML.08","Tombouctou","Tombouctou",2449066
"2125","ML.06","Sikasso","Sikasso",2451184
"2126","ML.05","Ségou","Segou",2451477
"2127","ML.04","Mopti","Mopti",2453347
"2128","ML.07","Koulikoro","Koulikoro",2454532
"2129","ML.03","Kayes","Kayes",2455517
"2130","ML.09","Gao","Gao",2457161
"2131","ML.01","Bamako","Bamako",2460594
"2132","ML.10","Kidal","Kidal",2597449
"2133","ML.12070575","Taoudénit","Taoudenit",12070575
"2134","ML.12070577","Ménaka","Menaka",12070577
"2135","MM.12","Tanintharyi","Tanintharyi",1293118
"2136","MM.11","Shan","Shan",1297099
"2137","MM.10","Sagain","Sagain",1298480
"2138","MM.17","Rangoon","Rangoon",1298822
"2139","MM.01","Rakhine","Rakhine",1298852
"2140","MM.16","Bago","Bago",1300463
"2141","MM.13","Mon","Mon",1308528
"2142","MM.08","Mandalay","Mandalay",1311871
"2143","MM.15","Magway","Magway",1312604
"2144","MM.06","Kayah","Kayah",1319539
"2145","MM.05","Kayin","Kayin",1320233
"2146","MM.04","Kachin","Kachin",1321702
"2147","MM.03","Ayeyarwady","Ayeyarwady",1321850
"2148","MM.02","Chin","Chin",1327132
"2149","MM.18","Nay Pyi Taw","Nay Pyi Taw",8239588
"2150","MN.19","Uvs","Uvs",1514967
"2151","MN.12","Hovd","Hovd",1515696
"2152","MN.10","Govi-Altay","Govi-Altay",1515917
"2153","MN.09","Dzabkhan","Dzabkhan",1516012
"2154","MN.03","Bayan-Ölgiy","Bayan-Olgiy",1516278
"2155","MN.02","Bayanhongor","Bayanhongor",1516290
"2156","MN.20","Ulaanbaatar","Ulaanbaatar",2028461
"2157","MN.18","Central Aimak","Central Aimak",2028849
"2158","MN.17","Sühbaatar","Suhbaatar",2029155
"2159","MN.16","Selenge","Selenge",2029432
"2160","MN.15","Övörhangay","OEvoerhangay",2029546
"2161","MN.14","Ömnögovi","OEmnoegovi",2029669
"2162","MN.13","Hövsgöl","Hovsgol",2030469
"2163","MN.11","Hentiy","Hentiy",2030783
"2164","MN.08","Middle Govi","Middle Govi",2031740
"2165","MN.07","East Gobi Aymag","East Gobi Aymag",2031798
"2166","MN.06","East Aimak","East Aimak",2031799
"2167","MN.21","Bulgan","Bulgan",2032199
"2168","MN.01","Arhangay","Arhangay",2032855
"2169","MN.23","Darhan Uul","Darhan Uul",2055111
"2170","MN.24","Govi-Sumber","Govi-Sumber",2055112
"2171","MN.25","Orhon","Orhon",2055113
"2172","MO.11875154","Nossa Senhora de Fátima","Nossa Senhora de Fatima",11875154
"2173","MO.11875155","Santo António","Santo Antonio",11875155
"2174","MO.11875156","São Lázaro","Sao Lazaro",11875156
"2175","MO.11875157","Sé","Se",11875157
"2176","MO.11875158","São Lourenço","Sao Lourenco",11875158
"2177","MO.11875159","Nossa Senhora do Carmo","Nossa Senhora do Carmo",11875159
"2178","MO.11875160","Cotai","Cotai",11875160
"2179","MO.11875161","São Francisco Xavier","Sao Francisco Xavier",11875161
"2180","MP.100","Rota","Rota",4041530
"2181","MP.110","Saipan","Saipan",4041552
"2182","MP.120","Tinian","Tinian",4041650
"2183","MP.085","Northern Islands","Northern Islands",7733156
"2184","MQ.MQ","Martinique","Martinique",6690603
"2185","MR.06","Trarza","Trarza",2375742
"2186","MR.11","Tiris Zemmour","Tiris Zemmour",2375989
"2187","MR.09","Tagant","Tagant",2376551
"2188","MR.12","Inchiri","Inchiri",2378903
"2189","MR.02","Hodh El Gharbi","Hodh El Gharbi",2379024
"2190","MR.01","Hodh Ech Chargi","Hodh Ech Chargi",2379025
"2191","MR.10","Guidimaka","Guidimaka",2379216
"2192","MR.04","Gorgol","Gorgol",2379384
"2193","MR.08","Dakhlet Nouadhibou","Dakhlet Nouadhibou",2380426
"2194","MR.05","Brakna","Brakna",2380635
"2195","MR.03","Assaba","Assaba",2381344
"2196","MR.07","Adrar","Adrar",2381972
"2197","MR.13","Nouakchott Ouest","Nouakchott Ouest",11496391
"2198","MR.14","Nouakchott Nord","Nouakchott Nord",11496392
"2199","MR.15","Nouakchott Sud","Nouakchott Sud",11496393
"2200","MS.03","Saint Peter","Saint Peter",3578039
"2201","MS.02","Saint Georges","Saint Georges",3578044
"2202","MS.01","Saint Anthony","Saint Anthony",3578045
"2203","MT.01","Attard","Attard",8299700
"2204","MT.02","Balzan","Balzan",8299701
"2205","MT.03","Il-Birgu","Il-Birgu",8299702
"2206","MT.04","Birkirkara","Birkirkara",8299703
"2207","MT.05","Birzebbuga","Birzebbuga",8299704
"2208","MT.06","Bormla","Bormla",8299705
"2209","MT.07","Dingli","Dingli",8299706
"2210","MT.08","Il-Fgura","Il-Fgura",8299707
"2211","MT.09","Il-Furjana","Il-Furjana",8299708
"2212","MT.10","Il-Fontana","Il-Fontana",8299709
"2213","MT.11","Ghajnsielem","Ghajnsielem",8299710
"2214","MT.12","L-Gharb","L-Gharb",8299711
"2215","MT.13","Hal Gharghur","Hal Gharghur",8299712
"2216","MT.14","L-Ghasri","L-Ghasri",8299713
"2217","MT.15","Hal Ghaxaq","Hal Ghaxaq",8299714
"2218","MT.16","Il-Gudja","Il-Gudja",8299715
"2219","MT.17","Il-Gzira","Il-Gzira",8299716
"2220","MT.18","Il-Hamrun","Il-Hamrun",8299717
"2221","MT.19","L-Iklin","L-Iklin",8299718
"2222","MT.20","L-Imdina","L-Imdina",8299719
"2223","MT.21","L-Imgarr","L-Imgarr",8299720
"2224","MT.22","L-Imqabba","L-Imqabba",8299721
"2225","MT.23","L-Imsida","L-Imsida",8299722
"2226","MT.24","Mtarfa","Mtarfa",8299723
"2227","MT.25","Senglea","Senglea",8299724
"2228","MT.26","Il-Kalkara","Il-Kalkara",8299725
"2229","MT.27","Ta’ Kercem","Ta' Kercem",8299726
"2230","MT.28","Kirkop","Kirkop",8299727
"2231","MT.29","Lija","Lija",8299728
"2232","MT.30","Luqa","Luqa",8299729
"2233","MT.31","Il-Marsa","Il-Marsa",8299730
"2234","MT.32","Marsaskala","Marsaskala",8299731
"2235","MT.33","Marsaxlokk","Marsaxlokk",8299732
"2236","MT.34","Il-Mellieha","Il-Mellieha",8299733
"2237","MT.35","Il-Mosta","Il-Mosta",8299734
"2238","MT.36","Il-Munxar","Il-Munxar",8299735
"2239","MT.37","In-Nadur","In-Nadur",8299736
"2240","MT.38","In-Naxxar","In-Naxxar",8299737
"2241","MT.39","Paola","Paola",8299738
"2242","MT.40","Pembroke","Pembroke",8299739
"2243","MT.41","Tal-Pietà","Tal-Pieta",8299740
"2244","MT.42","Il-Qala","Il-Qala",8299741
"2245","MT.43","Qormi","Qormi",8299742
"2246","MT.44","Il-Qrendi","Il-Qrendi",8299743
"2247","MT.45","Ir-Rabat","Ir-Rabat",8299744
"2248","MT.46","Victoria","Victoria",8299745
"2249","MT.47","Safi","Safi",8299746
"2250","MT.48","Saint John","Saint John",8299747
"2251","MT.49","Saint Julian","Saint Julian",8299748
"2252","MT.50","Saint Lawrence","Saint Lawrence",8299749
"2253","MT.51","Saint Lucia","Saint Lucia",8299750
"2254","MT.52","Saint Paul’s Bay","Saint Paul's Bay",8299751
"2255","MT.53","Saint Venera","Saint Venera",8299752
"2256","MT.54","Sannat","Sannat",8299753
"2257","MT.55","Is-Siggiewi","Is-Siggiewi",8299754
"2258","MT.56","Tas-Sliema","Tas-Sliema",8299755
"2259","MT.57","Is-Swieqi","Is-Swieqi",8299756
"2260","MT.58","Tarxien","Tarxien",8299757
"2261","MT.59","Ta’ Xbiex","Ta' Xbiex",8299758
"2262","MT.61","Ix-Xaghra","Ix-Xaghra",8299759
"2263","MT.62","Ix-Xewkija","Ix-Xewkija",8299760
"2264","MT.63","Ix-Xghajra","Ix-Xghajra",8299761
"2265","MT.64","Haz-Zabbar","Haz-Zabbar",8299762
"2266","MT.65","Haz-Zebbug","Haz-Zebbug",8299763
"2267","MT.66","Iz-Zebbug","Iz-Zebbug",8299764
"2268","MT.67","Iz-Zejtun","Iz-Zejtun",8299765
"2269","MT.68","Iz-Zurrieq","Iz-Zurrieq",8299766
"2270","MT.60","Valletta","Valletta",8334638
"2271","MU.21","Agalega Islands","Agalega Islands",448254
"2272","MU.20","Savanne","Savanne",934017
"2273","MU.19","Rivière du Rempart","Riviere du Rempart",934090
"2274","MU.18","Port Louis","Port Louis",934153
"2275","MU.17","Plaines Wilhems","Plaines Wilhems",934166
"2276","MU.16","Pamplemousses","Pamplemousses",934212
"2277","MU.15","Moka","Moka",934275
"2278","MU.14","Grand Port","Grand Port",934466
"2279","MU.13","Flacq","Flacq",934522
"2280","MU.12","Black River","Black River",934718
"2281","MU.22","Cargados Carajos","Cargados Carajos",1106583
"2282","MU.23","Rodrigues","Rodrigues",1547449
"2283","MV.47","Vaavu Atholhu","Vaavu Atholhu",1281843
"2284","MV.46","Thaa Atholhu","Thaa Atholhu",1281881
"2285","MV.45","Shaviyani Atholhu","Shaviyani Atholhu",1281892
"2286","MV.01","Seenu","Seenu",1281893
"2287","MV.44","Raa Atoll","Raa Atoll",1281918
"2288","MV.43","Noonu Atoll","Noonu Atoll",1281937
"2289","MV.42","Gnyaviyani Atoll","Gnyaviyani Atoll",1281945
"2290","MV.41","Meemu Atholhu","Meemu Atholhu",1281985
"2291","MV.39","Lhaviyani Atholhu","Lhaviyani Atholhu",1282096
"2292","MV.05","Laamu","Laamu",1282101
"2293","MV.38","Kaafu Atoll","Kaafu Atoll",1282208
"2294","MV.37","Haa Dhaalu Atholhu","Haa Dhaalu Atholhu",1282293
"2295","MV.36","Haa Alifu Atholhu","Haa Alifu Atholhu",1282294
"2296","MV.35","Gaafu Dhaalu Atoll","Gaafu Dhaalu Atoll",1282328
"2297","MV.34","Gaafu Alif Atoll","Gaafu Alif Atoll",1282329
"2298","MV.33","Faafu Atholhu","Faafu Atholhu",1282393
"2299","MV.32","Dhaalu Atholhu","Dhaalu Atholhu",1282447
"2300","MV.31","Baa Atholhu","Baa Atholhu",1282478
"2301","MV.30","Northern Ari Atoll","Northern Ari Atoll",1282497
"2302","MV.40","Male","Male",1337624
"2303","MV.10346475","Southern Ari Atoll","Southern Ari Atoll",10346475
"2304","MW.S","Southern Region","Southern Region",923817
"2305","MW.N","Northern Region","Northern Region",924591
"2306","MW.C","Central Region","Central Region",931597
"2307","MX.31","Yucatán","Yucatan",3514211
"2308","MX.30","Veracruz","Veracruz",3514780
"2309","MX.29","Tlaxcala","Tlaxcala",3515359
"2310","MX.28","Tamaulipas","Tamaulipas",3516391
"2311","MX.27","Tabasco","Tabasco",3516458
"2312","MX.23","Quintana Roo","Quintana Roo",3520887
"2313","MX.22","Querétaro","Queretaro",3520914
"2314","MX.21","Puebla","Puebla",3521082
"2315","MX.20","Oaxaca","Oaxaca",3522509
"2316","MX.19","Nuevo León","Nuevo Leon",3522542
"2317","MX.17","Morelos","Morelos",3522961
"2318","MX.15","México","Mexico",3523272
"2319","MX.13","Hidalgo","Hidalgo",3527115
"2320","MX.12","Guerrero","Guerrero",3527213
"2321","MX.09","Mexico City","Mexico City",3527646
"2322","MX.05","Chiapas","Chiapas",3531011
"2323","MX.04","Campeche","Campeche",3531730
"2324","MX.32","Zacatecas","Zacatecas",3979840
"2325","MX.26","Sonora","Sonora",3982846
"2326","MX.25","Sinaloa","Sinaloa",3983035
"2327","MX.24","San Luis Potosí","San Luis Potosi",3985605
"2328","MX.18","Nayarit","Nayarit",3995012
"2329","MX.16","Michoacán","Michoacan",3995955
"2330","MX.14","Jalisco","Jalisco",4004156
"2331","MX.11","Guanajuato","Guanajuato",4005267
"2332","MX.10","Durango","Durango",4011741
"2333","MX.08","Colima","Colima",4013513
"2334","MX.07","Coahuila","Coahuila",4013674
"2335","MX.06","Chihuahua","Chihuahua",4014336
"2336","MX.03","Baja California Sur","Baja California Sur",4017698
"2337","MX.02","Baja California","Baja California",4017700
"2338","MX.01","Aguascalientes","Aguascalientes",4019231
"2339","MY.04","Melaka","Melaka",1733035
"2340","MY.13","Terengganu","Terengganu",1733036
"2341","MY.12","Selangor","Selangor",1733037
"2342","MY.11","Sarawak","Sarawak",1733038
"2343","MY.16","Sabah","Sabah",1733039
"2344","MY.08","Perlis","Perlis",1733040
"2345","MY.07","Perak","Perak",1733041
"2346","MY.06","Pahang","Pahang",1733042
"2347","MY.05","Negeri Sembilan","Negeri Sembilan",1733043
"2348","MY.03","Kelantan","Kelantan",1733044
"2349","MY.14","Kuala Lumpur","Kuala Lumpur",1733046
"2350","MY.09","Penang","Penang",1733047
"2351","MY.02","Kedah","Kedah",1733048
"2352","MY.01","Johor","Johor",1733049
"2353","MY.15","Labuan","Labuan",1734240
"2354","MY.17","Putrajaya","Putrajaya",1996552
"2355","MZ.09","Zambézia","Zambezia",1024312
"2356","MZ.08","Tete","Tete",1026010
