Country,ISO Code,Region,ADM1,Affected Pop Share,Type,Meta (e.g. group size thresholds,Start,End,Source,Comment
US,USA,Illinois,17,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Iowa,19,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,not sure if school closure already in place on 16th March
US,USA,Kansas,20,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Kentucky,21,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"again, not entirely sure about the date"
US,USA,Massachusetts,25,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Minnesota,27,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Ohio,39,"1,00",School Closings,,17.3.2020,,https://pittsburgh.cbslocal.com/2020/03/15/ohio-governor-says-school-closure-might-last-for-rest-of-academic-year/,
US,USA,Rhode Island,44,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Maine,23,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.maine.gov/governor/mills/news/governor-mills-takes-further-steps-respond-covid-19-protect-health-and-safety-maine-people,
US,USA,Nevada,32,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Ohio,39,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,South Carolina,45,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,West Virginia,54,"1,00",Restaurant/Bar Closure,,18.3.2020,,"https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-holds-statewide-address-to-discuss-coronavirus-precautions.aspx, https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html",It's unclear when exactly the school closure was put into place
US,USA,Georgia,13,"1,00",School Closings,,18.3.2020,,https://www.ajc.com/news/state--regional-govt--politics/kemp-orders-all-public-schools-georgia-closed-through-end-march/Alpzcxpd6xN8f2TGySOyzM/,
US,USA,New Jersey,34,"1,00",School Closings,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Utah,49,"1,00",School Closings,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"this closure was called a ""soft-closure"", so exact date unclear"
US,USA,Vermont,50,"1,00",School Closings,,18.3.2020,,https://governor.vermont.gov/press-release/gov-scott-orders-orderly-closure-vermont-prek-12-schools-week,
US,USA,West Virginia,54,"1,00",School Closings,,18.3.2020,,"https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-holds-statewide-address-to-discuss-coronavirus-precautions.aspx, https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html",It's unclear when exactly the school closure was put into place
US,USA,Wisconsin,55,"1,00",School Closings,,19.3.2020,,https://evers.wi.gov/Documents/COVID19/K-12FAQ_3.15.20.pdf,
US,USA,,,"1,00",Border Closing,,20.3.2020,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_United_States#Government_response,
US,USA,California,6,"1,00",School Closings,,20.3.2020,,https://www.theguardian.com/world/2020/mar/19/coronavirus-california-more-than-half-gavin-newsom,
US,USA,California,6,"1,00",Curfew (Lockdown of All Non-Essential Public Life),,20.3.2020,,https://www.theguardian.com/world/2020/mar/19/coronavirus-california-more-than-half-gavin-newsom,
US,USA,Illinois,17,"1,00",Curfew (Lockdown of All Non-Essential Public Life),,21.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,USA,Colorado,8,"1,00",School Closings,,23.3.2020,,https://www.cpr.org/2020/03/18/polis-closes-all-of-colorados-schools-until-at-least-april-17/,
