Country,ISO Code,Region,ADM1,Affected Pop Share,Type,Meta (e.g. group size thresholds,Start,End,Source,Comment
US,US,Oregon,OR,"1,00",Restaurant/Bar Closure,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Rhode Island,RI,"1,00",Restaurant/Bar Closure,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Vermont,VT,"1,00",Restaurant/Bar Closure,,17.3.2020,,https://governor.vermont.gov/press-release/governor-phil-scott-announces-new-guidance-covid-19-community-mitigation-measures,
US,US,Wisconsin,WI,"1,00",Restaurant/Bar Closure,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Maine,ME,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.maine.gov/governor/mills/news/governor-mills-takes-further-steps-respond-covid-19-protect-health-and-safety-maine-people,
US,US,Nevada,NV,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Ohio,OH,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,South Carolina,SC,"1,00",Restaurant/Bar Closure,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,West Virginia,WV,"1,00",Restaurant/Bar Closure,,18.3.2020,,"https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-holds-statewide-address-to-discuss-coronavirus-precautions.aspx, https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html",It's unclear when exactly the school closure was put into place
US,US,Washington,WA,"1,00",School Closings,,13.3.2020,,https://www.seattletimes.com/education-lab/inslee-announces-all-washington-k-12-schools-to-close-in-an-effort-to-slow-the-spread-of-coronavirus/,
US,US,Alabama,AL,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"date of announcement was 2020-03-13, so relevant only from 2020-03-16"
US,US,Alaska,AK,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"date of announcement was 2020-03-13, so relevant only from 2020-03-16"
US,US,Arizona,AZ,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"date of announcement was 2020-03-13, so relevant only from 2020-03-16"
US,US,Delaware,DE,"1,00",School Closings,,16.3.2020,,https://news.delaware.gov/2020/03/13/governor-carney-directs-two-week-closure-of-delaware-public-schools/,
US,US,Indiana,IN,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Louisiana,LA,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Maryland,MD,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Michigan,MI,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Montana,MT,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Nevada,NV,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,New Hampshire,NH,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,New Mexico,NM,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,North Carolina,NC,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,North Dakota,ND,"1,00",School Closings,,16.3.2020,,https://www.governor.nd.gov/news/burgum-orders-k-12-schools-close-one-week-effort-slow-spread-covid-19,
US,US,Oregon,OR,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Pennsylvania,PA,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,not clear about the date for bar closures
US,US,South Carolina,SC,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,South Dakota,SD,"1,00",School Closings,,16.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Virginia,VA,"1,00",School Closings,,16.3.2020,,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-854442-en.html,
US,US,Washington,WA,"1,00",School Closings,,16.3.2020,,"https://www.governor.wa.gov/news-media/inslee-statement-statewide-shutdown-restaurants-bars-and-limits-size-gatherings-expanded, https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html",
US,US,Arkansas,AR,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Connecticut,CT,"1,00",School Closings,,17.3.2020,,https://www.ctpost.com/news/coronavirus/article/Lamont-orders-all-Connecticut-schools-closed-15133136.php,"measure to be put in place at the end of the day 2020-03-16, so effective from 17th"
US,US,Florida,FL,"1,00",School Closings,,17.3.2020,,http://www.fldoe.org/newsroom/latest-news/florida-department-of-education-announces-additional-guidance-for-the-2019-20-school-year.stml,not entirely sure I got the date right
US,US,Hawaii,HI,"1,00",School Closings,,17.3.2020,,https://www.hawaiinewsnow.com/2020/03/18/live-governor-discuss-latest-efforts-stem-spread-coronavirus/,
US,US,Illinois,IL,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Iowa,IA,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,not sure if school closure already in place on 16th March
US,US,Kansas,KS,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Kentucky,KY,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"again, not entirely sure about the date"
US,US,Massachusetts,MA,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Minnesota,MN,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Ohio,OH,"1,00",School Closings,,17.3.2020,,https://pittsburgh.cbslocal.com/2020/03/15/ohio-governor-says-school-closure-might-last-for-rest-of-academic-year/,
US,US,Rhode Island,RI,"1,00",School Closings,,17.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Georgia,GA,"1,00",School Closings,,18.3.2020,,https://www.ajc.com/news/state--regional-govt--politics/kemp-orders-all-public-schools-georgia-closed-through-end-march/Alpzcxpd6xN8f2TGySOyzM/,
US,US,New Jersey,NJ,"1,00",School Closings,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,
US,US,Utah,UT,"1,00",School Closings,,18.3.2020,,https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html,"this closure was called a ""soft-closure"", so exact date unclear"
US,US,Vermont,VT,"1,00",School Closings,,18.3.2020,,https://governor.vermont.gov/press-release/gov-scott-orders-orderly-closure-vermont-prek-12-schools-week,
US,US,West Virginia,WV,"1,00",School Closings,,18.3.2020,,"https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-holds-statewide-address-to-discuss-coronavirus-precautions.aspx, https://www.aljazeera.com/news/2020/03/emergencies-closures-states-handling-coronavirus-200317213356419.html",It's unclear when exactly the school closure was put into place
US,US,Wisconsin,WI,"1,00",School Closings,,19.3.2020,,https://evers.wi.gov/Documents/COVID19/K-12FAQ_3.15.20.pdf,
US,US,California,CA,"1,00",School Closings,,20.3.2020,,https://www.theguardian.com/world/2020/mar/19/coronavirus-california-more-than-half-gavin-newsom,
US,US,Colorado,CO,"1,00",School Closings,,23.3.2020,,https://www.cpr.org/2020/03/18/polis-closes-all-of-colorados-schools-until-at-least-april-17/,
